task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
9	6d/b15a11	13337055	interleave (1)	COMPLETED	0	2016-11-25 18:45:47.748	1m 2s	26.7s	94.0%	1.4 GB	32.8 GB	1.4 GB	32.8 GB	58.7 MB	49 MB	8675	101278	61748	26666	1464532992	35184627712	1464532992	35251761152	61596280	51353462
4	21/6f699e	13337056	fastqToSsake (4)	COMPLETED	0	2016-11-25 18:45:47.808	1m 2s	15.5s	92.5%	1.6 GB	32.6 GB	1.6 GB	32.7 GB	58.8 MB	9.7 MB	8603	19966	61718	15549	1755459584	35048304640	1755926528	35114360832	61703295	10142868
5	a8/9c8962	13337057	fastqToSsake (5)	COMPLETED	0	2016-11-25 18:45:47.866	1m 2s	14.9s	99.3%	1.3 GB	32.6 GB	1.3 GB	32.7 GB	53.1 MB	10.7 MB	7874	22141	61671	14877	1394937856	35048304640	1397035008	35114360832	55730229	11248118
13	0e/67d2b4	13337059	interleave (5)	COMPLETED	0	2016-11-25 18:45:47.920	1m 2s	24.7s	94.0%	1.1 GB	32.8 GB	1.1 GB	32.8 GB	50.1 MB	43.5 MB	7566	89995	61679	24695	1178329088	35184627712	1180426240	35251761152	52507593	45630652
8	f1/c5a298	13337061	fastqToSsake (8)	COMPLETED	0	2016-11-25 18:45:47.975	1m 2s	14.1s	91.6%	1.6 GB	32.6 GB	1.6 GB	32.6 GB	54.2 MB	11.6 MB	8004	24012	61753	14080	1692176384	35048304640	1692176384	35048947712	56796978	12205918
6	43/b353ff	13337063	fastqToSsake (6)	COMPLETED	0	2016-11-25 18:45:48.028	1m 2s	15.6s	91.5%	1.7 GB	32.6 GB	1.7 GB	32.6 GB	61.9 MB	10.8 MB	8995	22366	61748	15638	1777963008	35048304640	1780703232	35048947712	64911407	11366848
1	08/7aa115	13337065	fastqToSsake (1)	COMPLETED	0	2016-11-25 18:45:48.097	1m 2s	14.3s	99.9%	1.6 GB	32.6 GB	1.6 GB	32.6 GB	54.9 MB	11.9 MB	8099	24461	61757	14306	1694539776	35048304640	1694539776	35048947712	57571784	12427564
3	96/3b0fe2	13337067	fastqToSsake (3)	COMPLETED	0	2016-11-25 18:45:48.156	1m 2s	14.6s	91.6%	1.6 GB	32.6 GB	1.6 GB	32.6 GB	57.8 MB	11.2 MB	8475	23043	61773	14593	1751494656	35048304640	1754304512	35048947712	60653164	11709028
7	c2/34cb10	13337069	fastqToSsake (7)	COMPLETED	0	2016-11-25 18:45:48.209	1m 2s	18.1s	95.6%	1.7 GB	32.6 GB	1.7 GB	32.7 GB	68.3 MB	19.3 MB	9817	39941	61797	18055	1813258240	35048304640	1814462464	35114360832	71650319	20285678
2	68/f5cf96	13337071	fastqToSsake (2)	COMPLETED	0	2016-11-25 18:45:48.265	1m 2s	18.6s	93.1%	1.7 GB	32.6 GB	1.7 GB	32.7 GB	64.7 MB	17.3 MB	9354	35599	61754	18630	1779986432	35048304640	1782353920	35114360832	67853987	18102200
10	80/e2ec9a	13337072	interleave (2)	COMPLETED	0	2016-11-25 18:45:48.317	1m 2s	21.8s	93.5%	1 GB	32.8 GB	1 GB	32.8 GB	48.3 MB	38 MB	7341	78568	61830	21772	1111228416	35184627712	1113325568	35184992256	50665550	39830538
14	2e/f073c6	13337073	interleave (6)	COMPLETED	0	2016-11-25 18:45:48.370	1m 31s	29.3s	102.0%	1.4 GB	32.8 GB	1.4 GB	32.8 GB	59.4 MB	53.4 MB	8765	110518	91136	29326	1456906240	35184627712	1456906240	35251761152	62332632	56034368
11	1d/fe998b	13337074	interleave (3)	COMPLETED	0	2016-11-25 18:45:48.422	1m 31s	28.9s	95.7%	1.3 GB	32.8 GB	1.3 GB	32.8 GB	56.1 MB	51.1 MB	8341	105628	91105	28868	1434173440	35184627712	1434173440	35184992256	58861443	53578854
12	bf/e44323	13337075	interleave (4)	COMPLETED	0	2016-11-25 18:45:48.488	1m 31s	23.1s	94.1%	1.3 GB	32.8 GB	1.3 GB	32.8 GB	57.6 MB	53 MB	8523	109576	91114	23082	1435365376	35184627712	1435365376	35251761152	60350197	55553604
15	41/202e17	13337076	interleave (7)	COMPLETED	0	2016-11-25 18:45:48.542	1m 31s	26.8s	102.0%	1.4 GB	32.8 GB	1.4 GB	32.8 GB	61.8 MB	51.6 MB	9071	106604	91119	26782	1503875072	35184627712	1503875072	35184992256	64839917	54058988
16	51/b037fa	13337077	interleave (8)	COMPLETED	0	2016-11-25 18:45:48.602	1m 31s	21.1s	94.0%	1 GB	32.8 GB	1 GB	32.8 GB	48.6 MB	39.3 MB	7374	81232	91128	21117	1124618240	35184627712	1126715392	35251761152	50935918	41179444
17	98/d3af5f	13337241	alignReads (1)	COMPLETED	0	2016-11-25 18:46:49.588	30.2s	1.3s	50.0%	2.2 MB	26.9 MB	2.2 MB	27 MB	114.5 MB	272 B	1909	5	30228	1317	2314240	28233728	2314240	28282880	120096141	272
18	da/71091a	13337242	reformat (1)	COMPLETED	0	2016-11-25 18:46:49.647	30.2s	10.4s	78.5%	3.1 MB	27.9 MB	3.1 MB	28 MB	150.3 MB	146.7 MB	22301	18680	30194	10421	3239936	29298688	3239936	29347840	157613621	153829376
19	a1/b24b61	13337243	reformat (2)	COMPLETED	0	2016-11-25 18:46:49.711	30.2s	9.9s	91.5%	3.1 MB	27.9 MB	3.1 MB	28 MB	137.1 MB	133.8 MB	20223	16974	30199	9850	3235840	29298688	3235840	29347840	143769141	140279808
20	49/8608e2	13337244	alignReads (2)	COMPLETED	0	2016-11-25 18:46:49.763	30.2s	1.2s	48.0%	2.2 MB	26.9 MB	2.2 MB	27 MB	115.5 MB	272 B	1925	5	30167	1186	2314240	28233728	2314240	28282880	121144717	272
21	17/7e7b5b	13337245	reformat (3)	COMPLETED	0	2016-11-25 18:46:49.838	30.2s	10s	80.1%	3.1 MB	27.9 MB	3.1 MB	28 MB	140.1 MB	136.6 MB	20694	17358	30230	9960	3235840	29298688	3235840	29347840	146931253	143278080
22	18/2e2236	13337246	reformat (4)	COMPLETED	0	2016-11-25 18:46:49.915	30.2s	12.3s	89.6%	3.1 MB	27.9 MB	3.1 MB	28 MB	249.2 MB	244.3 MB	36904	31019	30171	12289	3235840	29298688	3235840	29347840	261324341	256212992
23	7d/4cc3e2	13337247	reformat (5)	COMPLETED	0	2016-11-25 18:46:49.992	30.2s	10.5s	90.0%	3.1 MB	27.9 MB	3.1 MB	28 MB	133.6 MB	130.2 MB	19685	16519	30168	10466	3235840	29298688	3235840	29347840	140103221	136527872
27	49/a1d9e9	13337252	alignReads (3)	COMPLETED	0	2016-11-25 18:46:50.280	30s	354ms	0.0%	1.2 MB	11.1 MB	1.3 MB	11.1 MB	27.1 KB	242 B	61	4	29964	354	1290240	11620352	1318912	11644928	27781	242
