task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
3	8f/690be9	13793901	fastqToSsake (2)	COMPLETED	0	2016-11-27 02:43:40.196	30.7s	15.1s	90.6%	1.6 GB	32.6 GB	1.6 GB	32.7 GB	54.9 MB	10 MB	8099	20736	30700	15102	1695350784	35048312832	1695350784	35114369024	57573892	10532130
4	6b/aaacf9	13793902	fastqToSsake (3)	COMPLETED	0	2016-11-27 02:43:40.263	30.7s	13.8s	89.6%	1.6 GB	32.6 GB	1.6 GB	32.7 GB	53.2 MB	11.3 MB	7874	23341	30676	13828	1679097856	35048312832	1679097856	35114369024	55732337	11858778
6	c6/e082ce	13793906	fastqToSsake (5)	COMPLETED	0	2016-11-27 02:43:40.535	30.4s	14.9s	90.9%	1.6 GB	32.6 GB	1.6 GB	32.7 GB	58.8 MB	10.2 MB	8603	21114	30448	14910	1756282880	35048312832	1757347840	35114369024	61705403	10726462
7	55/f62b20	13793903	fastqToSsake (6)	COMPLETED	0	2016-11-27 02:43:40.331	1m 2s	19.6s	89.2%	1.7 GB	32.6 GB	1.7 GB	32.7 GB	61.9 MB	12.7 MB	8995	26273	61553	19622	1773465600	35048312832	1773465600	35114369024	64913515	13354844
8	ab/b0d93e	13793904	fastqToSsake (7)	COMPLETED	0	2016-11-27 02:43:40.390	1m 2s	17.8s	95.8%	1.6 GB	32.6 GB	1.6 GB	32.7 GB	54.2 MB	14.3 MB	8004	29547	61511	17758	1689677824	35048312832	1689677824	35114369024	56799086	15022820
2	d8/c659ed	13793905	fastqToSsake (8)	COMPLETED	0	2016-11-27 02:43:40.475	1m 1s	17.6s	100.0%	1.7 GB	32.6 GB	1.7 GB	32.7 GB	68.3 MB	19.5 MB	9817	40302	61442	17620	1811083264	35048312832	1812160512	35114369024	71652427	20469276
1	8e/418d79	13793907	fastqToSsake (1)	COMPLETED	0	2016-11-27 02:43:40.593	1m 31s	17.7s	93.8%	1.7 GB	32.6 GB	1.7 GB	32.7 GB	64.7 MB	18 MB	9354	37196	91302	17708	1780264960	35048312832	1782206464	35114369024	67856095	18914740
5	52/36863d	13793908	fastqToSsake (4)	COMPLETED	0	2016-11-27 02:43:40.657	1m 31s	14.8s	91.3%	1.6 GB	32.6 GB	1.6 GB	32.7 GB	57.8 MB	10.5 MB	8475	21709	91253	14829	1749323776	35048312832	1750966272	35114369024	60655272	11032124
12	e9/435ce5	13793909	interleave (4)	COMPLETED	0	2016-11-27 02:43:40.712	1m 31s	22.7s	96.0%	1.3 GB	32.8 GB	1.3 GB	32.8 GB	56.2 MB	51.1 MB	8343	105730	91215	22726	1428447232	35184635904	1428447232	35251769344	58879935	53630576
10	b6/e863fe	13793910	interleave (2)	COMPLETED	0	2016-11-27 02:43:40.770	1m 31s	22.8s	96.9%	1.3 GB	32.8 GB	1.3 GB	32.8 GB	53.8 MB	49.5 MB	8040	102283	91310	22807	1345560576	35184635904	1347657728	35251769344	56393866	51853768
