task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	duration	realtime	rss	vmem	peak_rss	peak_vmem	rchar	wchar
18	a8/a85afc	14402346	formatChr (9)	COMPLETED	0	2016-11-29 18:14:45.732	30.6s	7.7s	95.0%	320.8 MB	334 MB	322.4 MB	335.6 MB	954.5 MB	954.5 MB	122465	244367	30583	7661	336404480	350248960	338055168	351924224	1000858885	1000843323
6	2c/d4a42c	14402357	formatBlast (6)	COMPLETED	0	2016-11-29 18:14:46.222	1m 1s	31.1s	95.2%	379.5 MB	514.1 MB	558.8 MB	665.9 MB	911.1 MB	206.5 MB	29200	60	61077	31054	397955072	539045888	585994240	698236928	955353922	216522200
1	63/8ae3c4	14402358	formatBlast (1)	COMPLETED	0	2016-11-29 18:14:46.290	1m 1s	36.9s	94.1%	21.7 MB	68.9 MB	23.1 MB	70.3 MB	878.8 MB	225 MB	28166	5077	61029	36926	22790144	72228864	24272896	73728000	921471824	235981215
2	d3/cbb38e	14402361	formatBlast (2)	COMPLETED	0	2016-11-29 18:14:46.360	1m 1s	47.8s	99.5%	600.1 MB	649.6 MB	815.5 MB	865.2 MB	1.7 GB	419.1 MB	54630	6571	60978	47827	629223424	681201664	855130112	907194368	1788644172	439427546
5	a2/c6a4d8	14402368	formatBlast (5)	COMPLETED	0	2016-11-29 18:14:46.683	1m 31s	29.6s	100.0%	388.4 MB	503.6 MB	526.6 MB	643.3 MB	951.5 MB	219.3 MB	30493	61	90808	29551	407306240	528080896	552161280	674557952	997722940	229957411
4	a6/a3a2eb	14402370	formatBlast (4)	COMPLETED	0	2016-11-29 18:14:46.749	1m 31s	30s	101.0%	82.7 MB	142.5 MB	93.5 MB	153.3 MB	955.8 MB	230.9 MB	30631	3045	90779	30006	86683648	149409792	98004992	160776192	1002244942	242068576
13	a5/a0c246	14402345	formatChr (4)	COMPLETED	0	2016-11-29 18:14:45.655	1m 33s	41.1s	83.3%	511.4 MB	524.6 MB	513.1 MB	526.4 MB	2.9 GB	1.7 GB	481554	461242	92642	41076	536285184	550133760	538054656	551923712	3113125863	1830031625
17	57/5744fa	14402350	formatChr (8)	COMPLETED	0	2016-11-29 18:14:46.007	1m 32s	21.3s	81.3%	286.2 MB	299.4 MB	288.3 MB	301.5 MB	2.1 GB	1 GB	397579	279316	92304	21272	300134400	313982976	302284800	316157952	2238712330	1080598955
7	75/62761c	14402377	formatBlast (7)	COMPLETED	0	2016-11-29 18:14:46.970	2m 1s	29.7s	98.8%	89.9 MB	160.5 MB	116.8 MB	187.5 MB	1004.6 MB	247.7 MB	32193	579	121339	29718	94228480	168247296	122494976	196612096	1053428530	259763205
23	52/920fcd	14402658	blast (5)	COMPLETED	0	2016-11-29 18:16:17.658	30.7s	2.7s	24.0%	102.5 MB	352.5 MB	106.3 MB	352.6 MB	33.4 KB	0	34	0	30683	2667	107483136	369659904	111484928	369676288	34153	0
14	59/af2243	14402351	formatChr (5)	COMPLETED	0	2016-11-29 18:14:46.079	2m 32s	56.7s	79.3%	322.1 MB	335.3 MB	324.4 MB	337.8 MB	2.2 GB	1017.6 MB	719531	299263	152225	56712	337780736	351625216	340185088	354185216	2336740331	1066983681
19	8c/4a3452	14402517	blast (1)	COMPLETED	0	2016-11-29 18:15:47.474	1m 31s	4.2s	32.0%	165.8 MB	340.3 MB	179.7 MB	340.4 MB	33.4 KB	0	34	0	91308	4235	173887488	356880384	188448768	356896768	34153	0
20	2a/9217e3	14402518	blast (2)	COMPLETED	0	2016-11-29 18:15:47.546	1m 31s	3.4s	28.0%	130.1 MB	352.2 MB	147.2 MB	352.2 MB	33.4 KB	0	34	0	91256	3381	136413184	369328128	154382336	369344512	34153	0
